id,activityhour,steptotal,hour_steps,day_of_week_steps,calories,hour_calories,day_of_week_calories
1503960366,2016-04-15 10:00:00,154,10,Friday,63,10,Friday
1503960366,2016-04-15 11:00:00,425,11,Friday,84,11,Friday
1503960366,2016-04-15 12:00:00,270,12,Friday,74,12,Friday
1503960366,2016-04-15 13:00:00,373,13,Friday,67,13,Friday
1503960366,2016-04-15 14:00:00,0,14,Friday,47,14,Friday
1503960366,2016-04-15 15:00:00,0,15,Friday,47,15,Friday
1503960366,2016-04-15 16:00:00,0,16,Friday,47,16,Friday
1503960366,2016-04-15 17:00:00,1774,17,Friday,140,17,Friday
1503960366,2016-04-15 18:00:00,509,18,Friday,87,18,Friday
1503960366,2016-04-15 19:00:00,519,19,Friday,97,19,Friday
1503960366,2016-04-15 20:00:00,77,20,Friday,64,20,Friday
1503960366,2016-04-15 21:00:00,280,21,Friday,75,21,Friday
1503960366,2016-04-15 22:00:00,2145,22,Friday,151,22,Friday
1503960366,2016-04-15 23:00:00,2768,23,Friday,182,23,Friday
1503960366,2016-04-16 00:00:00,459,0,Saturday,77,0,Saturday
1503960366,2016-04-16 01:00:00,0,1,Saturday,48,1,Saturday
1503960366,2016-04-16 02:00:00,63,2,Saturday,52,2,Saturday
1503960366,2016-04-16 03:00:00,6,3,Saturday,48,3,Saturday
1503960366,2016-04-16 04:00:00,6,4,Saturday,49,4,Saturday
1503960366,2016-04-16 05:00:00,12,5,Saturday,49,5,Saturday
1503960366,2016-04-16 06:00:00,0,6,Saturday,48,6,Saturday
1503960366,2016-04-16 07:00:00,101,7,Saturday,54,7,Saturday
1503960366,2016-04-16 08:00:00,175,8,Saturday,62,8,Saturday
1503960366,2016-04-16 09:00:00,1181,9,Saturday,124,9,Saturday
1503960366,2016-04-16 10:00:00,1295,10,Saturday,110,10,Saturday
1503960366,2016-04-16 11:00:00,2043,11,Saturday,147,11,Saturday
1503960366,2016-04-16 12:00:00,1513,12,Saturday,119,12,Saturday
1503960366,2016-04-16 13:00:00,3616,13,Saturday,214,13,Saturday
1503960366,2016-04-16 14:00:00,580,14,Saturday,82,14,Saturday
1503960366,2016-04-16 15:00:00,0,15,Saturday,51,15,Saturday
1503960366,2016-04-16 16:00:00,15,16,Saturday,54,16,Saturday
1503960366,2016-04-16 17:00:00,380,17,Saturday,79,17,Saturday
1503960366,2016-04-16 18:00:00,96,18,Saturday,65,18,Saturday
1503960366,2016-04-16 19:00:00,146,19,Saturday,67,19,Saturday
1503960366,2016-04-16 20:00:00,385,20,Saturday,81,20,Saturday
1503960366,2016-04-16 21:00:00,463,21,Saturday,75,21,Saturday
1503960366,2016-04-16 22:00:00,42,22,Saturday,55,22,Saturday
1503960366,2016-04-16 23:00:00,92,23,Saturday,56,23,Saturday
1503960366,2016-04-17 00:00:00,0,0,Sunday,47,0,Sunday
1503960366,2016-04-17 01:00:00,0,1,Sunday,48,1,Sunday
1503960366,2016-04-17 02:00:00,0,2,Sunday,47,2,Sunday
1503960366,2016-04-17 03:00:00,8,3,Sunday,49,3,Sunday
1503960366,2016-04-17 04:00:00,0,4,Sunday,48,4,Sunday
1503960366,2016-04-17 05:00:00,0,5,Sunday,48,5,Sunday
1503960366,2016-04-17 06:00:00,0,6,Sunday,48,6,Sunday
1503960366,2016-04-17 07:00:00,0,7,Sunday,48,7,Sunday
1503960366,2016-04-17 08:00:00,0,8,Sunday,48,8,Sunday
1503960366,2016-04-17 09:00:00,0,9,Sunday,48,9,Sunday
1503960366,2016-04-17 10:00:00,0,10,Sunday,47,10,Sunday
1503960366,2016-04-17 11:00:00,84,11,Sunday,63,11,Sunday
1503960366,2016-04-17 12:00:00,260,12,Sunday,76,12,Sunday
1503960366,2016-04-17 13:00:00,402,13,Sunday,83,13,Sunday
1503960366,2016-04-17 14:00:00,252,14,Sunday,69,14,Sunday
1503960366,2016-04-17 15:00:00,191,15,Sunday,73,15,Sunday
1503960366,2016-04-17 16:00:00,13,16,Sunday,57,16,Sunday
1503960366,2016-04-17 17:00:00,2613,17,Sunday,174,17,Sunday
1503960366,2016-04-17 18:00:00,1616,18,Sunday,136,18,Sunday
1503960366,2016-04-17 19:00:00,754,19,Sunday,95,19,Sunday
1503960366,2016-04-17 20:00:00,2955,20,Sunday,191,20,Sunday
1503960366,2016-04-17 21:00:00,487,21,Sunday,79,21,Sunday
1503960366,2016-04-17 22:00:00,70,22,Sunday,58,22,Sunday
1503960366,2016-04-17 23:00:00,0,23,Sunday,50,23,Sunday
1503960366,2016-04-18 00:00:00,416,0,Monday,82,0,Monday
1503960366,2016-04-18 01:00:00,0,1,Monday,48,1,Monday
1503960366,2016-04-18 02:00:00,0,2,Monday,47,2,Monday
1503960366,2016-04-18 03:00:00,0,3,Monday,47,3,Monday
1503960366,2016-04-18 04:00:00,0,4,Monday,47,4,Monday
1503960366,2016-04-18 05:00:00,0,5,Monday,47,5,Monday
1503960366,2016-04-18 06:00:00,0,6,Monday,47,6,Monday
1503960366,2016-04-18 07:00:00,0,7,Monday,47,7,Monday
1503960366,2016-04-18 08:00:00,0,8,Monday,47,8,Monday
1503960366,2016-04-18 09:00:00,1688,9,Monday,133,9,Monday
1503960366,2016-04-18 10:00:00,380,10,Monday,81,10,Monday
1503960366,2016-04-18 11:00:00,328,11,Monday,73,11,Monday
1503960366,2016-04-18 12:00:00,1306,12,Monday,118,12,Monday
1503960366,2016-04-18 13:00:00,268,13,Monday,70,13,Monday
1503960366,2016-04-18 14:00:00,137,14,Monday,64,14,Monday
1503960366,2016-04-18 15:00:00,495,15,Monday,80,15,Monday
1503960366,2016-04-18 16:00:00,277,16,Monday,78,16,Monday
1503960366,2016-04-18 17:00:00,304,17,Monday,79,17,Monday
1503960366,2016-04-18 18:00:00,4074,18,Monday,234,18,Monday
1503960366,2016-04-18 19:00:00,2101,19,Monday,157,19,Monday
1503960366,2016-04-18 20:00:00,28,20,Monday,57,20,Monday
1503960366,2016-04-18 21:00:00,187,21,Monday,68,21,Monday
1503960366,2016-04-18 22:00:00,542,22,Monday,86,22,Monday
1503960366,2016-04-18 23:00:00,488,23,Monday,83,23,Monday
1503960366,2016-04-19 00:00:00,0,0,Tuesday,47,0,Tuesday
1503960366,2016-04-19 01:00:00,22,1,Tuesday,49,1,Tuesday
1503960366,2016-04-19 02:00:00,0,2,Tuesday,47,2,Tuesday
1503960366,2016-04-19 03:00:00,9,3,Tuesday,50,3,Tuesday
1503960366,2016-04-19 04:00:00,0,4,Tuesday,47,4,Tuesday
1503960366,2016-04-19 05:00:00,0,5,Tuesday,47,5,Tuesday
1503960366,2016-04-19 06:00:00,7,6,Tuesday,49,6,Tuesday
1503960366,2016-04-19 07:00:00,316,7,Tuesday,75,7,Tuesday
1503960366,2016-04-19 08:00:00,1656,8,Tuesday,130,8,Tuesday
1503960366,2016-04-19 09:00:00,367,9,Tuesday,79,9,Tuesday
1503960366,2016-04-19 10:00:00,203,10,Tuesday,75,10,Tuesday
1503960366,2016-04-19 11:00:00,194,11,Tuesday,72,11,Tuesday
1503960366,2016-04-19 12:00:00,1887,12,Tuesday,143,12,Tuesday
1503960366,2016-04-19 13:00:00,2697,13,Tuesday,171,13,Tuesday
1503960366,2016-04-19 14:00:00,409,14,Tuesday,76,14,Tuesday
1503960366,2016-04-19 15:00:00,299,15,Tuesday,72,15,Tuesday
1503960366,2016-04-19 16:00:00,297,16,Tuesday,71,16,Tuesday
1503960366,2016-04-19 17:00:00,732,17,Tuesday,90,17,Tuesday
1503960366,2016-04-19 18:00:00,1280,18,Tuesday,120,18,Tuesday
1503960366,2016-04-19 19:00:00,397,19,Tuesday,93,19,Tuesday
1503960366,2016-04-19 20:00:00,2487,20,Tuesday,159,20,Tuesday
1503960366,2016-04-19 21:00:00,826,21,Tuesday,94,21,Tuesday
1503960366,2016-04-19 22:00:00,52,22,Tuesday,58,22,Tuesday
1503960366,2016-04-19 23:00:00,1369,23,Tuesday,120,23,Tuesday
1503960366,2016-04-20 00:00:00,16,0,Wednesday,54,0,Wednesday
1503960366,2016-04-20 01:00:00,36,1,Wednesday,53,1,Wednesday
1503960366,2016-04-20 02:00:00,0,2,Wednesday,47,2,Wednesday
1503960366,2016-04-20 03:00:00,0,3,Wednesday,48,3,Wednesday
1503960366,2016-04-20 04:00:00,0,4,Wednesday,48,4,Wednesday
1503960366,2016-04-20 05:00:00,0,5,Wednesday,47,5,Wednesday
1503960366,2016-04-20 06:00:00,0,6,Wednesday,48,6,Wednesday
1503960366,2016-04-20 07:00:00,29,7,Wednesday,51,7,Wednesday
1503960366,2016-04-20 08:00:00,264,8,Wednesday,70,8,Wednesday
1503960366,2016-04-20 09:00:00,1993,9,Wednesday,144,9,Wednesday
1503960366,2016-04-20 10:00:00,459,10,Wednesday,79,10,Wednesday
1503960366,2016-04-20 11:00:00,65,11,Wednesday,58,11,Wednesday
1503960366,2016-04-20 12:00:00,185,12,Wednesday,64,12,Wednesday
1503960366,2016-04-20 13:00:00,64,13,Wednesday,61,13,Wednesday
1503960366,2016-04-20 14:00:00,1270,14,Wednesday,113,14,Wednesday
1503960366,2016-04-20 15:00:00,797,15,Wednesday,97,15,Wednesday
1503960366,2016-04-20 16:00:00,261,16,Wednesday,70,16,Wednesday
1503960366,2016-04-20 17:00:00,13,17,Wednesday,57,17,Wednesday
1503960366,2016-04-20 18:00:00,1308,18,Wednesday,114,18,Wednesday
1503960366,2016-04-20 19:00:00,1558,19,Wednesday,117,19,Wednesday
1503960366,2016-04-20 20:00:00,499,20,Wednesday,80,20,Wednesday
1503960366,2016-04-20 21:00:00,395,21,Wednesday,83,21,Wednesday
1503960366,2016-04-20 22:00:00,77,22,Wednesday,62,22,Wednesday
1503960366,2016-04-20 23:00:00,1255,23,Wednesday,120,23,Wednesday
1503960366,2016-04-21 00:00:00,17,0,Thursday,54,0,Thursday
1503960366,2016-04-21 01:00:00,129,1,Thursday,61,1,Thursday
1503960366,2016-04-21 02:00:00,81,2,Thursday,55,2,Thursday
1503960366,2016-04-21 03:00:00,0,3,Thursday,48,3,Thursday
1503960366,2016-04-21 04:00:00,0,4,Thursday,47,4,Thursday
1503960366,2016-04-21 05:00:00,0,5,Thursday,47,5,Thursday
1503960366,2016-04-21 06:00:00,0,6,Thursday,48,6,Thursday
1503960366,2016-04-21 07:00:00,38,7,Thursday,52,7,Thursday
1503960366,2016-04-21 08:00:00,245,8,Thursday,71,8,Thursday
1503960366,2016-04-21 09:00:00,1672,9,Thursday,133,9,Thursday
1503960366,2016-04-21 10:00:00,255,10,Thursday,77,10,Thursday
1503960366,2016-04-21 11:00:00,0,11,Thursday,55,11,Thursday
1503960366,2016-04-21 12:00:00,384,12,Thursday,73,12,Thursday
1503960366,2016-04-21 13:00:00,1140,13,Thursday,113,13,Thursday
1503960366,2016-04-21 14:00:00,12,14,Thursday,58,14,Thursday
1503960366,2016-04-21 15:00:00,213,15,Thursday,68,15,Thursday
1503960366,2016-04-21 16:00:00,26,16,Thursday,60,16,Thursday
1503960366,2016-04-21 17:00:00,96,17,Thursday,60,17,Thursday
1503960366,2016-04-21 18:00:00,213,18,Thursday,69,18,Thursday
1503960366,2016-04-21 19:00:00,100,19,Thursday,64,19,Thursday
1503960366,2016-04-21 20:00:00,3541,20,Thursday,213,20,Thursday
1503960366,2016-04-21 21:00:00,970,21,Thursday,104,21,Thursday
1503960366,2016-04-21 22:00:00,89,22,Thursday,63,22,Thursday
1503960366,2016-04-21 23:00:00,598,23,Thursday,84,23,Thursday
1503960366,2016-04-22 00:00:00,0,0,Friday,47,0,Friday
1503960366,2016-04-22 01:00:00,0,1,Friday,47,1,Friday
1503960366,2016-04-22 02:00:00,0,2,Friday,47,2,Friday
1503960366,2016-04-22 03:00:00,0,3,Friday,47,3,Friday
1503960366,2016-04-22 04:00:00,0,4,Friday,47,4,Friday
1503960366,2016-04-22 05:00:00,0,5,Friday,47,5,Friday
1503960366,2016-04-22 06:00:00,0,6,Friday,47,6,Friday
1503960366,2016-04-22 07:00:00,0,7,Friday,47,7,Friday
1503960366,2016-04-22 08:00:00,0,8,Friday,47,8,Friday
1503960366,2016-04-22 09:00:00,192,9,Friday,65,9,Friday
1503960366,2016-04-22 10:00:00,29,10,Friday,54,10,Friday
1503960366,2016-04-22 11:00:00,958,11,Friday,102,11,Friday
1503960366,2016-04-22 12:00:00,38,12,Friday,57,12,Friday
1503960366,2016-04-22 13:00:00,118,13,Friday,60,13,Friday
1503960366,2016-04-22 14:00:00,0,14,Friday,54,14,Friday
1503960366,2016-04-22 15:00:00,180,15,Friday,66,15,Friday
1503960366,2016-04-22 16:00:00,22,16,Friday,58,16,Friday
1503960366,2016-04-22 17:00:00,1041,17,Friday,104,17,Friday
1503960366,2016-04-22 18:00:00,514,18,Friday,87,18,Friday
1503960366,2016-04-22 19:00:00,629,19,Friday,82,19,Friday
1503960366,2016-04-22 20:00:00,329,20,Friday,71,20,Friday
1503960366,2016-04-22 21:00:00,5934,21,Friday,311,21,Friday
1503960366,2016-04-22 22:00:00,855,22,Friday,95,22,Friday
1503960366,2016-04-22 23:00:00,1925,23,Friday,136,23,Friday
1503960366,2016-04-23 00:00:00,182,0,Saturday,63,0,Saturday
1503960366,2016-04-23 01:00:00,0,1,Saturday,47,1,Saturday
1503960366,2016-04-23 02:00:00,11,2,Saturday,49,2,Saturday
1503960366,2016-04-23 03:00:00,0,3,Saturday,47,3,Saturday
1503960366,2016-04-23 04:00:00,0,4,Saturday,47,4,Saturday
1503960366,2016-04-23 05:00:00,0,5,Saturday,48,5,Saturday
1503960366,2016-04-23 06:00:00,12,6,Saturday,50,6,Saturday
1503960366,2016-04-23 07:00:00,0,7,Saturday,48,7,Saturday
1503960366,2016-04-23 08:00:00,127,8,Saturday,59,8,Saturday
1503960366,2016-04-23 09:00:00,285,9,Saturday,75,9,Saturday
1503960366,2016-04-23 10:00:00,49,10,Saturday,56,10,Saturday
1503960366,2016-04-23 11:00:00,703,11,Saturday,84,11,Saturday
1503960366,2016-04-23 12:00:00,1597,12,Saturday,129,12,Saturday
1503960366,2016-04-23 13:00:00,1453,13,Saturday,129,13,Saturday
1503960366,2016-04-23 14:00:00,202,14,Saturday,78,14,Saturday
1503960366,2016-04-23 15:00:00,158,15,Saturday,73,15,Saturday
1503960366,2016-04-23 16:00:00,2008,16,Saturday,140,16,Saturday
1503960366,2016-04-23 17:00:00,1472,17,Saturday,121,17,Saturday
1503960366,2016-04-23 18:00:00,2569,18,Saturday,173,18,Saturday
1503960366,2016-04-23 19:00:00,29,19,Saturday,51,19,Saturday
1503960366,2016-04-23 20:00:00,142,20,Saturday,63,20,Saturday
1503960366,2016-04-23 21:00:00,2432,21,Saturday,162,21,Saturday
1503960366,2016-04-23 22:00:00,709,22,Saturday,96,22,Saturday
1503960366,2016-04-23 23:00:00,231,23,Saturday,60,23,Saturday
1503960366,2016-04-24 00:00:00,141,0,Sunday,66,0,Sunday
1503960366,2016-04-24 01:00:00,42,1,Sunday,54,1,Sunday
1503960366,2016-04-24 02:00:00,0,2,Sunday,48,2,Sunday
1503960366,2016-04-24 03:00:00,0,3,Sunday,48,3,Sunday
1503960366,2016-04-24 04:00:00,8,4,Sunday,49,4,Sunday
1503960366,2016-04-24 05:00:00,0,5,Sunday,48,5,Sunday
1503960366,2016-04-24 06:00:00,7,6,Sunday,49,6,Sunday
1503960366,2016-04-24 07:00:00,0,7,Sunday,47,7,Sunday
1503960366,2016-04-24 08:00:00,8,8,Sunday,49,8,Sunday
1503960366,2016-04-24 09:00:00,76,9,Sunday,59,9,Sunday
1503960366,2016-04-24 10:00:00,492,10,Sunday,90,10,Sunday
1503960366,2016-04-24 11:00:00,149,11,Sunday,67,11,Sunday
1503960366,2016-04-24 12:00:00,548,12,Sunday,82,12,Sunday
1503960366,2016-04-24 13:00:00,394,13,Sunday,74,13,Sunday
1503960366,2016-04-24 14:00:00,26,14,Sunday,52,14,Sunday
1503960366,2016-04-24 15:00:00,27,15,Sunday,52,15,Sunday
1503960366,2016-04-24 16:00:00,885,16,Sunday,102,16,Sunday
1503960366,2016-04-24 17:00:00,411,17,Sunday,86,17,Sunday
1503960366,2016-04-24 18:00:00,911,18,Sunday,115,18,Sunday
1503960366,2016-04-24 19:00:00,4871,19,Sunday,270,19,Sunday
1503960366,2016-04-24 20:00:00,342,20,Sunday,76,20,Sunday
1503960366,2016-04-24 21:00:00,244,21,Sunday,74,21,Sunday
1503960366,2016-04-24 22:00:00,66,22,Sunday,61,22,Sunday
1503960366,2016-04-24 23:00:00,391,23,Sunday,72,23,Sunday
1503960366,2016-04-25 00:00:00,95,0,Monday,62,0,Monday
1503960366,2016-04-25 01:00:00,22,1,Monday,53,1,Monday
1503960366,2016-04-25 02:00:00,97,2,Monday,57,2,Monday
1503960366,2016-04-25 03:00:00,0,3,Monday,47,3,Monday
1503960366,2016-04-25 04:00:00,25,4,Monday,50,4,Monday
1503960366,2016-04-25 05:00:00,4,5,Monday,49,5,Monday
1503960366,2016-04-25 06:00:00,0,6,Monday,47,6,Monday
1503960366,2016-04-25 07:00:00,44,7,Monday,52,7,Monday
1503960366,2016-04-25 08:00:00,426,8,Monday,83,8,Monday
1503960366,2016-04-25 09:00:00,2041,9,Monday,146,9,Monday
1503960366,2016-04-25 10:00:00,258,10,Monday,73,10,Monday
1503960366,2016-04-25 11:00:00,1468,11,Monday,121,11,Monday
1503960366,2016-04-25 12:00:00,707,12,Monday,92,12,Monday
1503960366,2016-04-25 13:00:00,299,13,Monday,75,13,Monday
1503960366,2016-04-25 14:00:00,94,14,Monday,62,14,Monday
1503960366,2016-04-25 15:00:00,359,15,Monday,76,15,Monday
1503960366,2016-04-25 16:00:00,263,16,Monday,71,16,Monday
1503960366,2016-04-25 17:00:00,188,17,Monday,67,17,Monday
1503960366,2016-04-25 18:00:00,116,18,Monday,61,18,Monday
1503960366,2016-04-25 19:00:00,2815,19,Monday,182,19,Monday
1503960366,2016-04-25 20:00:00,895,20,Monday,95,20,Monday
1503960366,2016-04-25 21:00:00,4895,21,Monday,267,21,Monday
1503960366,2016-04-25 22:00:00,188,22,Monday,68,22,Monday
1503960366,2016-04-25 23:00:00,56,23,Monday,54,23,Monday
1503960366,2016-04-26 00:00:00,101,0,Tuesday,56,0,Tuesday
1503960366,2016-04-26 01:00:00,178,1,Tuesday,66,1,Tuesday
1503960366,2016-04-26 02:00:00,0,2,Tuesday,51,2,Tuesday
1503960366,2016-04-26 03:00:00,145,3,Tuesday,64,3,Tuesday
1503960366,2016-04-26 04:00:00,0,4,Tuesday,48,4,Tuesday
1503960366,2016-04-26 05:00:00,7,5,Tuesday,49,5,Tuesday
1503960366,2016-04-26 06:00:00,0,6,Tuesday,48,6,Tuesday
1503960366,2016-04-26 07:00:00,28,7,Tuesday,52,7,Tuesday
1503960366,2016-04-26 08:00:00,173,8,Tuesday,67,8,Tuesday
1503960366,2016-04-26 09:00:00,1826,9,Tuesday,139,9,Tuesday
1503960366,2016-04-26 10:00:00,666,10,Tuesday,92,10,Tuesday
1503960366,2016-04-26 11:00:00,266,11,Tuesday,78,11,Tuesday
1503960366,2016-04-26 12:00:00,415,12,Tuesday,74,12,Tuesday
1503960366,2016-04-26 13:00:00,1571,13,Tuesday,126,13,Tuesday
1503960366,2016-04-26 14:00:00,1998,14,Tuesday,142,14,Tuesday
1503960366,2016-04-26 15:00:00,323,15,Tuesday,74,15,Tuesday
1503960366,2016-04-26 16:00:00,697,16,Tuesday,93,16,Tuesday
1503960366,2016-04-26 17:00:00,143,17,Tuesday,60,17,Tuesday
1503960366,2016-04-26 18:00:00,2513,18,Tuesday,169,18,Tuesday
1503960366,2016-04-26 19:00:00,148,19,Tuesday,73,19,Tuesday
1503960366,2016-04-26 20:00:00,1649,20,Tuesday,127,20,Tuesday
1503960366,2016-04-26 21:00:00,450,21,Tuesday,79,21,Tuesday
1503960366,2016-04-26 22:00:00,148,22,Tuesday,66,22,Tuesday
1503960366,2016-04-26 23:00:00,310,23,Tuesday,80,23,Tuesday
1503960366,2016-04-27 00:00:00,277,0,Wednesday,68,0,Wednesday
1503960366,2016-04-27 01:00:00,60,1,Wednesday,59,1,Wednesday
1503960366,2016-04-27 02:00:00,17,2,Wednesday,53,2,Wednesday
1503960366,2016-04-27 03:00:00,0,3,Wednesday,47,3,Wednesday
1503960366,2016-04-27 04:00:00,0,4,Wednesday,47,4,Wednesday
1503960366,2016-04-27 05:00:00,0,5,Wednesday,47,5,Wednesday
1503960366,2016-04-27 06:00:00,0,6,Wednesday,47,6,Wednesday
1503960366,2016-04-27 07:00:00,0,7,Wednesday,47,7,Wednesday
1503960366,2016-04-27 08:00:00,0,8,Wednesday,47,8,Wednesday
1503960366,2016-04-27 09:00:00,1916,9,Wednesday,149,9,Wednesday
1503960366,2016-04-27 10:00:00,502,10,Wednesday,93,10,Wednesday
1503960366,2016-04-27 11:00:00,797,11,Wednesday,100,11,Wednesday
1503960366,2016-04-27 12:00:00,701,12,Wednesday,89,12,Wednesday
1503960366,2016-04-27 13:00:00,319,13,Wednesday,76,13,Wednesday
1503960366,2016-04-27 14:00:00,1932,14,Wednesday,150,14,Wednesday
1503960366,2016-04-27 15:00:00,59,15,Wednesday,63,15,Wednesday
1503960366,2016-04-27 16:00:00,98,16,Wednesday,64,16,Wednesday
1503960366,2016-04-27 17:00:00,261,17,Wednesday,73,17,Wednesday
1503960366,2016-04-27 18:00:00,2714,18,Wednesday,178,18,Wednesday
1503960366,2016-04-27 19:00:00,5786,19,Wednesday,318,19,Wednesday
1503960366,2016-04-27 20:00:00,2420,20,Wednesday,174,20,Wednesday
1503960366,2016-04-27 21:00:00,266,21,Wednesday,76,21,Wednesday
