id,activitydate,totalsteps,totaldistance,trackerdistance,loggedactivitiesdistance,veryactivedistance,moderatelyactivedistance,lightactivedistance,sedentaryactivedistance,veryactiveminutes,fairlyactiveminutes,lightlyactiveminutes,sedentaryminutes,calories,day_of_week,month,day_number,is_weekend,total_active_minutes,activity_level,merge_date,sleepday,totalsleeprecords,totalminutesasleep,totaltimeinbed,sleep_efficiency,sleep_deficit
1503960366,2016-04-22,12764,8.13000011444092,8.13000011444092,0.0,4.76000022888184,1.12000000476837,2.24000000953674,0.0,66,27,130,1217,1827,Friday,April,4,False,223,Highly Active,2016-04-22,,,,,,
1503960366,2016-04-23,14371,9.03999996185303,9.03999996185303,0.0,2.80999994277954,0.870000004768372,5.3600001335144,0.0,41,21,262,732,1949,Saturday,April,5,True,324,Highly Active,2016-04-23,2016-04-23,1.0,361.0,384.0,94.01041666666666,119.0
1503960366,2016-04-24,10039,6.40999984741211,6.40999984741211,0.0,2.92000007629395,0.209999993443489,3.27999997138977,0.0,39,5,238,709,1788,Sunday,April,6,True,282,Highly Active,2016-04-24,2016-04-24,1.0,430.0,449.0,95.7683741648107,50.0
1503960366,2016-04-25,15355,9.80000019073486,9.80000019073486,0.0,5.28999996185303,0.569999992847443,3.94000005722046,0.0,73,14,216,814,2013,Monday,April,0,False,303,Highly Active,2016-04-25,2016-04-25,1.0,277.0,323.0,85.75851393188854,203.0
1503960366,2016-04-26,13755,8.78999996185303,8.78999996185303,0.0,2.32999992370605,0.920000016689301,5.53999996185303,0.0,31,23,279,833,1970,Tuesday,April,1,False,333,Highly Active,2016-04-26,2016-04-26,1.0,245.0,274.0,89.41605839416059,235.0
1503960366,2016-04-27,18134,12.210000038147,12.210000038147,0.0,6.40000009536743,0.409999996423721,5.40999984741211,0.0,78,11,243,1108,2159,Wednesday,April,2,False,332,Highly Active,2016-04-27,,,,,,
1503960366,2016-04-28,13154,8.52999973297119,8.52999973297119,0.0,3.53999996185303,1.1599999666214,3.78999996185303,0.0,48,28,189,782,1898,Thursday,April,3,False,265,Highly Active,2016-04-28,2016-04-28,1.0,366.0,393.0,93.12977099236642,114.0
1503960366,2016-04-29,11181,7.15000009536743,7.15000009536743,0.0,1.05999994277954,0.5,5.57999992370605,0.0,16,12,243,815,1837,Friday,April,4,False,271,Highly Active,2016-04-29,2016-04-29,1.0,341.0,354.0,96.32768361581921,139.0
1503960366,2016-04-30,14673,9.25,9.25,0.0,3.55999994277954,1.41999995708466,4.26999998092651,0.0,52,34,217,712,1947,Saturday,April,5,True,303,Highly Active,2016-04-30,2016-04-30,1.0,404.0,425.0,95.05882352941177,76.0
1503960366,2016-05-01,10602,6.80999994277954,6.80999994277954,0.0,2.28999996185303,1.60000002384186,2.92000007629395,0.0,33,35,246,730,1820,Sunday,May,6,True,314,Highly Active,2016-05-01,2016-05-01,1.0,369.0,396.0,93.18181818181817,111.0
1503960366,2016-05-02,14727,9.71000003814697,9.71000003814697,0.0,3.21000003814697,0.569999992847443,5.92000007629395,0.0,41,15,277,798,2004,Monday,May,0,False,333,Highly Active,2016-05-02,2016-05-02,1.0,277.0,309.0,89.64401294498381,203.0
1503960366,2016-05-03,15103,9.65999984741211,9.65999984741211,0.0,3.73000001907349,1.04999995231628,4.88000011444092,0.0,50,24,254,816,1990,Tuesday,May,1,False,328,Highly Active,2016-05-03,2016-05-03,1.0,273.0,296.0,92.22972972972973,207.0
1503960366,2016-05-04,11100,7.15000009536743,7.15000009536743,0.0,2.46000003814697,0.870000004768372,3.8199999332428,0.0,36,22,203,1179,1819,Wednesday,May,2,False,261,Highly Active,2016-05-04,,,,,,
1503960366,2016-05-05,14070,8.89999961853027,8.89999961853027,0.0,2.92000007629395,1.08000004291534,4.88000011444092,0.0,45,24,250,857,1959,Thursday,May,3,False,319,Highly Active,2016-05-05,2016-05-05,1.0,247.0,264.0,93.56060606060606,233.0
1503960366,2016-05-06,12159,8.02999973297119,8.02999973297119,0.0,1.97000002861023,0.25,5.80999994277954,0.0,24,6,289,754,1896,Friday,May,4,False,319,Highly Active,2016-05-06,2016-05-06,1.0,334.0,367.0,91.00817438692098,146.0
1503960366,2016-05-07,11992,7.71000003814697,7.71000003814697,0.0,2.46000003814697,2.11999988555908,3.13000011444092,0.0,37,46,175,833,1821,Saturday,May,5,True,258,Highly Active,2016-05-07,2016-05-07,1.0,331.0,349.0,94.84240687679083,149.0
1503960366,2016-05-08,10060,6.57999992370605,6.57999992370605,0.0,3.52999997138977,0.319999992847443,2.73000001907349,0.0,44,8,203,574,1740,Sunday,May,6,True,255,Highly Active,2016-05-08,2016-05-08,1.0,594.0,611.0,97.21767594108019,-114.0
1503960366,2016-05-09,12022,7.71999979019165,7.71999979019165,0.0,3.45000004768372,0.529999971389771,3.74000000953674,0.0,46,11,206,835,1819,Monday,May,0,False,263,Highly Active,2016-05-09,2016-05-09,1.0,338.0,342.0,98.83040935672514,142.0
1503960366,2016-05-10,12207,7.76999998092651,7.76999998092651,0.0,3.34999990463257,1.1599999666214,3.25999999046326,0.0,46,31,214,746,1859,Tuesday,May,1,False,291,Highly Active,2016-05-10,2016-05-10,1.0,383.0,403.0,95.03722084367246,97.0
1503960366,2016-05-11,12770,8.13000011444092,8.13000011444092,0.0,2.55999994277954,1.00999999046326,4.55000019073486,0.0,36,23,251,669,1783,Wednesday,May,2,False,310,Highly Active,2016-05-11,2016-05-11,1.0,285.0,306.0,93.13725490196079,195.0
1503960366,2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,Thursday,May,3,False,0,Sedentary,2016-05-12,,,,,,
1624580081,2016-04-12,8163,5.30999994277954,5.30999994277954,0.0,0.0,0.0,5.30999994277954,0.0,0,0,146,1294,1432,Tuesday,April,1,False,146,Moderately Active,2016-04-12,,,,,,
1624580081,2016-04-13,7007,4.55000019073486,4.55000019073486,0.0,0.0,0.0,4.55000019073486,0.0,0,0,148,1292,1411,Wednesday,April,2,False,148,Moderately Active,2016-04-13,,,,,,
1624580081,2016-04-14,9107,5.92000007629395,5.92000007629395,0.0,0.0,0.0,5.90999984741211,0.0099999997764825,0,0,236,1204,1572,Thursday,April,3,False,236,Moderately Active,2016-04-14,,,,,,
1624580081,2016-04-15,1510,0.980000019073486,0.980000019073486,0.0,0.0,0.0,0.970000028610229,0.0,0,0,96,1344,1344,Friday,April,4,False,96,Sedentary,2016-04-15,,,,,,
1624580081,2016-04-16,5370,3.49000000953674,3.49000000953674,0.0,0.0,0.0,3.49000000953674,0.0,0,0,176,1264,1463,Saturday,April,5,True,176,Moderately Active,2016-04-16,,,,,,
1624580081,2016-04-17,6175,4.05999994277954,4.05999994277954,0.0,1.02999997138977,1.51999998092651,1.49000000953674,0.0099999997764825,15,22,127,1276,1554,Sunday,April,6,True,164,Moderately Active,2016-04-17,,,,,,
1624580081,2016-04-18,10536,7.40999984741211,7.40999984741211,0.0,2.15000009536743,0.620000004768372,4.61999988555908,0.0099999997764825,17,7,202,1214,1604,Monday,April,0,False,226,Highly Active,2016-04-18,,,,,,
1624580081,2016-04-19,2916,1.89999997615814,1.89999997615814,0.0,0.0,0.0,1.89999997615814,0.0,0,0,141,1299,1435,Tuesday,April,1,False,141,Sedentary,2016-04-19,,,,,,
1624580081,2016-04-20,4974,3.23000001907349,3.23000001907349,0.0,0.0,0.0,3.23000001907349,0.0,0,0,151,1289,1446,Wednesday,April,2,False,151,Sedentary,2016-04-20,,,,,,
1624580081,2016-04-21,6349,4.13000011444092,4.13000011444092,0.0,0.0,0.0,4.1100001335144,0.0199999995529652,0,0,186,1254,1467,Thursday,April,3,False,186,Moderately Active,2016-04-21,,,,,,
1624580081,2016-04-22,4026,2.61999988555908,2.61999988555908,0.0,0.0,0.0,2.59999990463257,0.0,0,0,199,1241,1470,Friday,April,4,False,199,Sedentary,2016-04-22,,,,,,
1624580081,2016-04-23,8538,5.55000019073486,5.55000019073486,0.0,0.0,0.0,5.53999996185303,0.0099999997764825,0,0,227,1213,1562,Saturday,April,5,True,227,Moderately Active,2016-04-23,,,,,,
1624580081,2016-04-24,6076,3.95000004768372,3.95000004768372,0.0,1.14999997615814,0.910000026226044,1.88999998569489,0.0,16,18,185,1221,1617,Sunday,April,6,True,219,Moderately Active,2016-04-24,,,,,,
1624580081,2016-04-25,6497,4.21999979019165,4.21999979019165,0.0,0.0,0.0,4.19999980926514,0.0199999995529652,0,0,202,1238,1492,Monday,April,0,False,202,Moderately Active,2016-04-25,,,,,,
1624580081,2016-04-26,2826,1.8400000333786,1.8400000333786,0.0,0.0,0.0,1.83000004291534,0.0099999997764825,0,0,140,1300,1402,Tuesday,April,1,False,140,Sedentary,2016-04-26,,,,,,
1624580081,2016-04-27,8367,5.44000005722046,5.44000005722046,0.0,1.11000001430511,1.87000000476837,2.46000003814697,0.0,17,36,154,1233,1670,Wednesday,April,2,False,207,Moderately Active,2016-04-27,,,,,,
1624580081,2016-04-28,2759,1.78999996185303,1.78999996185303,0.0,0.0,0.200000002980232,1.60000002384186,0.0,0,5,115,1320,1401,Thursday,April,3,False,120,Sedentary,2016-04-28,,,,,,
1624580081,2016-04-29,2390,1.54999995231628,1.54999995231628,0.0,0.0,0.0,1.54999995231628,0.0,0,0,150,1290,1404,Friday,April,4,False,150,Sedentary,2016-04-29,,,,,,
1624580081,2016-04-30,6474,4.30000019073486,4.30000019073486,0.0,0.899999976158142,1.27999997138977,2.11999988555908,0.0099999997764825,11,23,224,1182,1655,Saturday,April,5,True,258,Moderately Active,2016-04-30,,,,,,
1624580081,2016-05-01,36019,28.0300006866455,28.0300006866455,0.0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,2690,Sunday,May,6,True,420,Highly Active,2016-05-01,,,,,,
1624580081,2016-05-02,7155,4.92999982833862,4.92999982833862,0.0,0.860000014305115,0.589999973773956,3.47000002861023,0.0,7,6,166,1261,1497,Monday,May,0,False,179,Moderately Active,2016-05-02,,,,,,
1624580081,2016-05-03,2100,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.3400000333786,0.0199999995529652,0,0,96,1344,1334,Tuesday,May,1,False,96,Sedentary,2016-05-03,,,,,,
1624580081,2016-05-04,2193,1.42999994754791,1.42999994754791,0.0,0.0,0.0,1.41999995708466,0.0,0,0,118,1322,1368,Wednesday,May,2,False,118,Sedentary,2016-05-04,,,,,,
1624580081,2016-05-05,2470,1.61000001430511,1.61000001430511,0.0,0.0,0.0,1.58000004291534,0.0199999995529652,0,0,117,1323,1370,Thursday,May,3,False,117,Sedentary,2016-05-05,,,,,,
1624580081,2016-05-06,1727,1.12000000476837,1.12000000476837,0.0,0.0,0.0,1.12000000476837,0.0099999997764825,0,0,102,1338,1341,Friday,May,4,False,102,Sedentary,2016-05-06,,,,,,
1624580081,2016-05-07,2104,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.37000000476837,0.0,0,0,182,1258,1474,Saturday,May,5,True,182,Sedentary,2016-05-07,,,,,,
1624580081,2016-05-08,3427,2.23000001907349,2.23000001907349,0.0,0.0,0.0,2.22000002861023,0.0,0,0,152,1288,1427,Sunday,May,6,True,152,Sedentary,2016-05-08,,,,,,
1624580081,2016-05-09,1732,1.12999999523163,1.12999999523163,0.0,0.0,0.0,1.12999999523163,0.0,0,0,91,1349,1328,Monday,May,0,False,91,Sedentary,2016-05-09,,,,,,
1624580081,2016-05-10,2969,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.0099999997764825,0,0,139,1301,1393,Tuesday,May,1,False,139,Sedentary,2016-05-10,,,,,,
1624580081,2016-05-11,3134,2.03999996185303,2.03999996185303,0.0,0.0,0.0,2.03999996185303,0.0,0,0,112,1328,1359,Wednesday,May,2,False,112,Sedentary,2016-05-11,,,,,,
1624580081,2016-05-12,2971,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.0099999997764825,0,0,107,890,1002,Thursday,May,3,False,107,Sedentary,2016-05-12,,,,,,
1644430081,2016-04-12,10694,7.76999998092651,7.76999998092651,0.0,0.140000000596046,2.29999995231628,5.32999992370605,0.0,2,51,256,1131,3199,Tuesday,April,1,False,309,Highly Active,2016-04-12,,,,,,
1644430081,2016-04-13,8001,5.82000017166138,5.82000017166138,0.0,2.27999997138977,0.899999976158142,2.64000010490417,0.0,30,16,135,1259,2902,Wednesday,April,2,False,181,Moderately Active,2016-04-13,,,,,,
1644430081,2016-04-14,11037,8.02000045776367,8.02000045776367,0.0,0.360000014305115,2.55999994277954,5.09999990463257,0.0,5,58,252,1125,3226,Thursday,April,3,False,315,Highly Active,2016-04-14,,,,,,
1644430081,2016-04-15,5263,3.82999992370605,3.82999992370605,0.0,0.219999998807907,0.150000005960464,3.45000004768372,0.0,3,4,170,1263,2750,Friday,April,4,False,177,Moderately Active,2016-04-15,,,,,,
1644430081,2016-04-16,15300,11.1199998855591,11.1199998855591,0.0,4.09999990463257,1.87999999523163,5.09000015258789,0.0,51,42,212,1135,3493,Saturday,April,5,True,305,Highly Active,2016-04-16,,,,,,
1644430081,2016-04-17,8757,6.36999988555908,6.36999988555908,0.0,2.25,0.569999992847443,3.54999995231628,0.0,29,13,186,1212,3011,Sunday,April,6,True,228,Moderately Active,2016-04-17,,,,,,
1644430081,2016-04-18,7132,5.19000005722046,5.19000005722046,0.0,1.07000005245209,1.66999995708466,2.45000004768372,0.0,15,33,121,1271,2806,Monday,April,0,False,169,Moderately Active,2016-04-18,,,,,,
1644430081,2016-04-19,11256,8.18000030517578,8.18000030517578,0.0,0.360000014305115,2.52999997138977,5.30000019073486,0.0,5,58,278,1099,3300,Tuesday,April,1,False,341,Highly Active,2016-04-19,,,,,,
1644430081,2016-04-20,2436,1.76999998092651,1.76999998092651,0.0,0.0,0.0,1.75999999046326,0.0099999997764825,0,0,125,1315,2430,Wednesday,April,2,False,125,Sedentary,2016-04-20,,,,,,
1644430081,2016-04-21,1223,0.889999985694885,0.889999985694885,0.0,0.0,0.0,0.879999995231628,0.0099999997764825,0,0,38,1402,2140,Thursday,April,3,False,38,Sedentary,2016-04-21,,,,,,
1644430081,2016-04-22,3673,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.66000008583069,0.0099999997764825,0,0,86,1354,2344,Friday,April,4,False,86,Sedentary,2016-04-22,,,,,,
1644430081,2016-04-23,6637,4.82999992370605,4.82999992370605,0.0,0.0,0.579999983310699,4.25,0.0,0,15,160,1265,2677,Saturday,April,5,True,175,Moderately Active,2016-04-23,,,,,,
1644430081,2016-04-24,3321,2.41000008583069,2.41000008583069,0.0,0.0,0.0,2.41000008583069,0.0,0,0,89,1351,2413,Sunday,April,6,True,89,Sedentary,2016-04-24,,,,,,
1644430081,2016-04-25,3580,2.59999990463257,2.59999990463257,0.0,0.589999973773956,0.0599999986588955,1.95000004768372,0.0,8,1,94,1337,2497,Monday,April,0,False,103,Sedentary,2016-04-25,,,,,,
1644430081,2016-04-26,9919,7.21000003814697,7.21000003814697,0.0,0.800000011920929,1.72000002861023,4.69000005722046,0.0,11,41,223,1165,3123,Tuesday,April,1,False,275,Moderately Active,2016-04-26,,,,,,
1644430081,2016-04-27,3032,2.20000004768372,2.20000004768372,0.0,0.0,0.0,2.20000004768372,0.0,0,0,118,1322,2489,Wednesday,April,2,False,118,Sedentary,2016-04-27,,,,,,
1644430081,2016-04-28,9405,6.84000015258789,6.84000015258789,0.0,0.200000002980232,2.3199999332428,4.30999994277954,0.0,3,53,227,1157,3108,Thursday,April,3,False,283,Moderately Active,2016-04-28,,,,,,
1644430081,2016-04-29,3176,2.30999994277954,2.30999994277954,0.0,0.0,0.0,2.30999994277954,0.0,0,0,120,1193,2498,Friday,April,4,False,120,Sedentary,2016-04-29,2016-04-29,1.0,119.0,127.0,93.7007874015748,361.0
1644430081,2016-04-30,18213,13.2399997711182,13.2399997711182,0.0,0.629999995231628,3.14000010490417,9.46000003814697,0.0,9,71,402,816,3846,Saturday,April,5,True,482,Highly Active,2016-04-30,2016-04-30,1.0,124.0,142.0,87.32394366197182,356.0
1644430081,2016-05-01,6132,4.46000003814697,4.46000003814697,0.0,0.239999994635582,0.990000009536743,3.23000001907349,0.0,3,24,146,908,2696,Sunday,May,6,True,173,Moderately Active,2016-05-01,,,,,,
1644430081,2016-05-02,3758,2.73000001907349,2.73000001907349,0.0,0.0700000002980232,0.310000002384186,2.34999990463257,0.0,1,7,148,682,2580,Monday,May,0,False,156,Sedentary,2016-05-02,2016-05-02,1.0,796.0,961.0,82.83038501560874,-316.0
1644430081,2016-05-03,12850,9.34000015258789,9.34000015258789,0.0,0.720000028610229,4.09000015258789,4.53999996185303,0.0,10,94,221,1115,3324,Tuesday,May,1,False,325,Highly Active,2016-05-03,,,,,,
1644430081,2016-05-04,2309,1.67999994754791,1.67999994754791,0.0,0.0,0.0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222,Wednesday,May,2,False,52,Sedentary,2016-05-04,,,,,,
1644430081,2016-05-05,4363,3.19000005722046,3.19000005722046,0.0,0.519999980926514,0.540000021457672,2.13000011444092,0.0099999997764825,6,12,81,1341,2463,Thursday,May,3,False,99,Sedentary,2016-05-05,,,,,,
1644430081,2016-05-06,9787,7.11999988555908,7.11999988555908,0.0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,3328,Friday,May,4,False,386,Moderately Active,2016-05-06,,,,,,
1644430081,2016-05-07,13372,9.72000026702881,9.72000026702881,0.0,3.25999999046326,0.790000021457672,5.67000007629395,0.0099999997764825,41,17,243,1139,3404,Saturday,May,5,True,301,Highly Active,2016-05-07,,,,,,
1644430081,2016-05-08,6724,4.8899998664856,4.8899998664856,0.0,0.0,0.0,4.88000011444092,0.0,0,0,295,991,2987,Sunday,May,6,True,295,Moderately Active,2016-05-08,2016-05-08,1.0,137.0,154.0,88.96103896103897,343.0
1644430081,2016-05-09,6643,4.82999992370605,4.82999992370605,0.0,2.39000010490417,0.349999994039536,2.08999991416931,0.0099999997764825,32,6,303,1099,3008,Monday,May,0,False,341,Moderately Active,2016-05-09,,,,,,
1644430081,2016-05-10,9167,6.65999984741211,6.65999984741211,0.0,0.879999995231628,0.810000002384186,4.96999979019165,0.0099999997764825,12,19,155,1254,2799,Tuesday,May,1,False,186,Moderately Active,2016-05-10,,,,,,
1644430081,2016-05-11,1329,0.970000028610229,0.970000028610229,0.0,0.0,0.0,0.949999988079071,0.0099999997764825,0,0,49,713,1276,Wednesday,May,2,False,49,Sedentary,2016-05-11,,,,,,
1844505072,2016-04-12,6697,4.42999982833862,4.42999982833862,0.0,0.0,0.0,4.42999982833862,0.0,0,0,339,1101,2030,Tuesday,April,1,False,339,Moderately Active,2016-04-12,,,,,,
1844505072,2016-04-13,4929,3.25999999046326,3.25999999046326,0.0,0.0,0.0,3.25999999046326,0.0,0,0,248,1192,1860,Wednesday,April,2,False,248,Sedentary,2016-04-13,,,,,,
1844505072,2016-04-14,7937,5.25,5.25,0.0,0.0,0.0,5.23000001907349,0.0,0,0,373,843,2130,Thursday,April,3,False,373,Moderately Active,2016-04-14,,,,,,
1844505072,2016-04-15,3844,2.53999996185303,2.53999996185303,0.0,0.0,0.0,2.53999996185303,0.0,0,0,176,527,1725,Friday,April,4,False,176,Sedentary,2016-04-15,2016-04-15,1.0,644.0,961.0,67.01352757544224,-164.0
1844505072,2016-04-16,3414,2.25999999046326,2.25999999046326,0.0,0.0,0.0,2.25999999046326,0.0,0,0,147,1293,1657,Saturday,April,5,True,147,Sedentary,2016-04-16,,,,,,
1844505072,2016-04-17,4525,2.99000000953674,2.99000000953674,0.0,0.140000000596046,0.259999990463257,2.58999991416931,0.0,2,8,199,1231,1793,Sunday,April,6,True,209,Sedentary,2016-04-17,,,,,,
1844505072,2016-04-18,4597,3.03999996185303,3.03999996185303,0.0,0.0,0.479999989271164,2.55999994277954,0.0,0,12,217,1211,1814,Monday,April,0,False,229,Sedentary,2016-04-18,,,,,,
1844505072,2016-04-19,197,0.129999995231628,0.129999995231628,0.0,0.0,0.0,0.129999995231628,0.0,0,0,10,1430,1366,Tuesday,April,1,False,10,Sedentary,2016-04-19,,,,,,
1844505072,2016-04-20,8,0.0099999997764825,0.0099999997764825,0.0,0.0,0.0,0.0099999997764825,0.0,0,0,1,1439,1349,Wednesday,April,2,False,1,Sedentary,2016-04-20,,,,,,
1844505072,2016-04-21,8054,5.32000017166138,5.32000017166138,0.0,0.119999997317791,0.519999980926514,4.67999982833862,0.0,2,13,308,1117,2062,Thursday,April,3,False,323,Moderately Active,2016-04-21,,,,,,
1844505072,2016-04-22,5372,3.54999995231628,3.54999995231628,0.0,0.0,0.0,3.54999995231628,0.0,0,0,220,1220,1827,Friday,April,4,False,220,Moderately Active,2016-04-22,,,,,,
1844505072,2016-04-23,3570,2.35999989509583,2.35999989509583,0.0,0.0,0.0,2.35999989509583,0.0,0,0,139,1301,1645,Saturday,April,5,True,139,Sedentary,2016-04-23,,,,,,
1844505072,2016-04-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,Sunday,April,6,True,0,Sedentary,2016-04-24,,,,,,
1844505072,2016-04-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,Monday,April,0,False,0,Sedentary,2016-04-25,,,,,,
1844505072,2016-04-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,Tuesday,April,1,False,0,Sedentary,2016-04-26,,,,,,
1844505072,2016-04-27,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1348,Wednesday,April,2,False,1,Sedentary,2016-04-27,,,,,,
1844505072,2016-04-28,6907,4.57000017166138,4.57000017166138,0.0,0.0,0.0,4.55999994277954,0.0,0,0,302,1138,1992,Thursday,April,3,False,302,Moderately Active,2016-04-28,,,,,,
1844505072,2016-04-29,4920,3.25,3.25,0.0,0.0,0.0,3.25,0.0,0,0,247,1082,1856,Friday,April,4,False,247,Sedentary,2016-04-29,,,,,,
1844505072,2016-04-30,4014,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.65000009536743,0.0,0,0,184,218,1763,Saturday,April,5,True,184,Sedentary,2016-04-30,2016-04-30,1.0,722.0,961.0,75.13007284079085,-242.0
1844505072,2016-05-01,2573,1.70000004768372,1.70000004768372,0.0,0.0,0.259999990463257,1.45000004768372,0.0,0,7,75,585,1541,Sunday,May,6,True,82,Sedentary,2016-05-01,2016-05-01,1.0,590.0,961.0,61.39438085327783,-110.0
1844505072,2016-05-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1348,Monday,May,0,False,0,Sedentary,2016-05-02,,,,,,
1844505072,2016-05-03,4059,2.6800000667572,2.6800000667572,0.0,0.0,0.0,2.6800000667572,0.0,0,0,184,1256,1742,Tuesday,May,1,False,184,Sedentary,2016-05-03,,,,,,
1844505072,2016-05-04,2080,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.37000000476837,0.0,0,0,87,1353,1549,Wednesday,May,2,False,87,Sedentary,2016-05-04,,,,,,
1844505072,2016-05-05,2237,1.48000001907349,1.48000001907349,0.0,0.0,0.0,1.48000001907349,0.0,0,0,120,1320,1589,Thursday,May,3,False,120,Sedentary,2016-05-05,,,,,,
1844505072,2016-05-06,44,0.0299999993294477,0.0299999993294477,0.0,0.0,0.0,0.0299999993294477,0.0,0,0,2,1438,1351,Friday,May,4,False,2,Sedentary,2016-05-06,,,,,,
1844505072,2016-05-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,Saturday,May,5,True,0,Sedentary,2016-05-07,,,,,,
1844505072,2016-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,Sunday,May,6,True,0,Sedentary,2016-05-08,,,,,,
1844505072,2016-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,Monday,May,0,False,0,Sedentary,2016-05-09,,,,,,
1844505072,2016-05-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,Tuesday,May,1,False,0,Sedentary,2016-05-10,,,,,,
1844505072,2016-05-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,Wednesday,May,2,False,0,Sedentary,2016-05-11,,,,,,
1844505072,2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,711,665,Thursday,May,3,False,0,Sedentary,2016-05-12,,,,,,
1927972279,2016-04-12,678,0.469999998807907,0.469999998807907,0.0,0.0,0.0,0.469999998807907,0.0,0,0,55,734,2220,Tuesday,April,1,False,55,Sedentary,2016-04-12,2016-04-12,3.0,750.0,775.0,96.7741935483871,-270.0
