id,activityhour,calories,hour,day_of_week
1503960366,2016-04-14 07:00:00,47,7,Thursday
1503960366,2016-04-14 08:00:00,47,8,Thursday
1503960366,2016-04-14 09:00:00,93,9,Thursday
1503960366,2016-04-14 10:00:00,109,10,Thursday
1503960366,2016-04-14 11:00:00,64,11,Thursday
1503960366,2016-04-14 12:00:00,85,12,Thursday
1503960366,2016-04-14 13:00:00,137,13,Thursday
1503960366,2016-04-14 14:00:00,113,14,Thursday
1503960366,2016-04-14 15:00:00,66,15,Thursday
1503960366,2016-04-14 16:00:00,88,16,Thursday
1503960366,2016-04-14 17:00:00,61,17,Thursday
1503960366,2016-04-14 18:00:00,72,18,Thursday
1503960366,2016-04-14 19:00:00,55,19,Thursday
1503960366,2016-04-14 20:00:00,91,20,Thursday
1503960366,2016-04-14 21:00:00,174,21,Thursday
1503960366,2016-04-14 22:00:00,79,22,Thursday
1503960366,2016-04-14 23:00:00,50,23,Thursday
1503960366,2016-04-15 00:00:00,60,0,Friday
1503960366,2016-04-15 01:00:00,58,1,Friday
1503960366,2016-04-15 02:00:00,59,2,Friday
1503960366,2016-04-15 03:00:00,47,3,Friday
1503960366,2016-04-15 04:00:00,47,4,Friday
1503960366,2016-04-15 05:00:00,49,5,Friday
1503960366,2016-04-15 06:00:00,47,6,Friday
1503960366,2016-04-15 07:00:00,49,7,Friday
1503960366,2016-04-15 08:00:00,54,8,Friday
1503960366,2016-04-15 09:00:00,50,9,Friday
1503960366,2016-04-15 10:00:00,63,10,Friday
1503960366,2016-04-15 11:00:00,84,11,Friday
1503960366,2016-04-15 12:00:00,74,12,Friday
1503960366,2016-04-15 13:00:00,67,13,Friday
1503960366,2016-04-15 14:00:00,47,14,Friday
1503960366,2016-04-15 15:00:00,47,15,Friday
1503960366,2016-04-15 16:00:00,47,16,Friday
1503960366,2016-04-15 17:00:00,140,17,Friday
1503960366,2016-04-15 18:00:00,87,18,Friday
1503960366,2016-04-15 19:00:00,97,19,Friday
1503960366,2016-04-15 20:00:00,64,20,Friday
1503960366,2016-04-15 21:00:00,75,21,Friday
1503960366,2016-04-15 22:00:00,151,22,Friday
1503960366,2016-04-15 23:00:00,182,23,Friday
1503960366,2016-04-16 00:00:00,77,0,Saturday
1503960366,2016-04-16 01:00:00,48,1,Saturday
1503960366,2016-04-16 02:00:00,52,2,Saturday
1503960366,2016-04-16 03:00:00,48,3,Saturday
1503960366,2016-04-16 04:00:00,49,4,Saturday
1503960366,2016-04-16 05:00:00,49,5,Saturday
1503960366,2016-04-16 06:00:00,48,6,Saturday
1503960366,2016-04-16 07:00:00,54,7,Saturday
1503960366,2016-04-16 08:00:00,62,8,Saturday
1503960366,2016-04-16 09:00:00,124,9,Saturday
1503960366,2016-04-16 10:00:00,110,10,Saturday
1503960366,2016-04-16 11:00:00,147,11,Saturday
1503960366,2016-04-16 12:00:00,119,12,Saturday
1503960366,2016-04-16 13:00:00,214,13,Saturday
1503960366,2016-04-16 14:00:00,82,14,Saturday
1503960366,2016-04-16 15:00:00,51,15,Saturday
1503960366,2016-04-16 16:00:00,54,16,Saturday
1503960366,2016-04-16 17:00:00,79,17,Saturday
1503960366,2016-04-16 18:00:00,65,18,Saturday
1503960366,2016-04-16 19:00:00,67,19,Saturday
1503960366,2016-04-16 20:00:00,81,20,Saturday
1503960366,2016-04-16 21:00:00,75,21,Saturday
1503960366,2016-04-16 22:00:00,55,22,Saturday
1503960366,2016-04-16 23:00:00,56,23,Saturday
1503960366,2016-04-17 00:00:00,47,0,Sunday
1503960366,2016-04-17 01:00:00,48,1,Sunday
1503960366,2016-04-17 02:00:00,47,2,Sunday
1503960366,2016-04-17 03:00:00,49,3,Sunday
1503960366,2016-04-17 04:00:00,48,4,Sunday
1503960366,2016-04-17 05:00:00,48,5,Sunday
1503960366,2016-04-17 06:00:00,48,6,Sunday
1503960366,2016-04-17 07:00:00,48,7,Sunday
1503960366,2016-04-17 08:00:00,48,8,Sunday
1503960366,2016-04-17 09:00:00,48,9,Sunday
1503960366,2016-04-17 10:00:00,47,10,Sunday
1503960366,2016-04-17 11:00:00,63,11,Sunday
1503960366,2016-04-17 12:00:00,76,12,Sunday
1503960366,2016-04-17 13:00:00,83,13,Sunday
1503960366,2016-04-17 14:00:00,69,14,Sunday
1503960366,2016-04-17 15:00:00,73,15,Sunday
1503960366,2016-04-17 16:00:00,57,16,Sunday
1503960366,2016-04-17 17:00:00,174,17,Sunday
1503960366,2016-04-17 18:00:00,136,18,Sunday
1503960366,2016-04-17 19:00:00,95,19,Sunday
1503960366,2016-04-17 20:00:00,191,20,Sunday
1503960366,2016-04-17 21:00:00,79,21,Sunday
1503960366,2016-04-17 22:00:00,58,22,Sunday
1503960366,2016-04-17 23:00:00,50,23,Sunday
1503960366,2016-04-18 00:00:00,82,0,Monday
1503960366,2016-04-18 01:00:00,48,1,Monday
1503960366,2016-04-18 02:00:00,47,2,Monday
1503960366,2016-04-18 03:00:00,47,3,Monday
1503960366,2016-04-18 04:00:00,47,4,Monday
1503960366,2016-04-18 05:00:00,47,5,Monday
1503960366,2016-04-18 06:00:00,47,6,Monday
1503960366,2016-04-18 07:00:00,47,7,Monday
1503960366,2016-04-18 08:00:00,47,8,Monday
1503960366,2016-04-18 09:00:00,133,9,Monday
1503960366,2016-04-18 10:00:00,81,10,Monday
1503960366,2016-04-18 11:00:00,73,11,Monday
1503960366,2016-04-18 12:00:00,118,12,Monday
1503960366,2016-04-18 13:00:00,70,13,Monday
1503960366,2016-04-18 14:00:00,64,14,Monday
1503960366,2016-04-18 15:00:00,80,15,Monday
1503960366,2016-04-18 16:00:00,78,16,Monday
1503960366,2016-04-18 17:00:00,79,17,Monday
1503960366,2016-04-18 18:00:00,234,18,Monday
1503960366,2016-04-18 19:00:00,157,19,Monday
1503960366,2016-04-18 20:00:00,57,20,Monday
1503960366,2016-04-18 21:00:00,68,21,Monday
1503960366,2016-04-18 22:00:00,86,22,Monday
1503960366,2016-04-18 23:00:00,83,23,Monday
1503960366,2016-04-19 00:00:00,47,0,Tuesday
1503960366,2016-04-19 01:00:00,49,1,Tuesday
1503960366,2016-04-19 02:00:00,47,2,Tuesday
1503960366,2016-04-19 03:00:00,50,3,Tuesday
1503960366,2016-04-19 04:00:00,47,4,Tuesday
1503960366,2016-04-19 05:00:00,47,5,Tuesday
1503960366,2016-04-19 06:00:00,49,6,Tuesday
1503960366,2016-04-19 07:00:00,75,7,Tuesday
1503960366,2016-04-19 08:00:00,130,8,Tuesday
1503960366,2016-04-19 09:00:00,79,9,Tuesday
1503960366,2016-04-19 10:00:00,75,10,Tuesday
1503960366,2016-04-19 11:00:00,72,11,Tuesday
1503960366,2016-04-19 12:00:00,143,12,Tuesday
1503960366,2016-04-19 13:00:00,171,13,Tuesday
1503960366,2016-04-19 14:00:00,76,14,Tuesday
1503960366,2016-04-19 15:00:00,72,15,Tuesday
1503960366,2016-04-19 16:00:00,71,16,Tuesday
1503960366,2016-04-19 17:00:00,90,17,Tuesday
1503960366,2016-04-19 18:00:00,120,18,Tuesday
1503960366,2016-04-19 19:00:00,93,19,Tuesday
1503960366,2016-04-19 20:00:00,159,20,Tuesday
1503960366,2016-04-19 21:00:00,94,21,Tuesday
1503960366,2016-04-19 22:00:00,58,22,Tuesday
1503960366,2016-04-19 23:00:00,120,23,Tuesday
1503960366,2016-04-20 00:00:00,54,0,Wednesday
1503960366,2016-04-20 01:00:00,53,1,Wednesday
1503960366,2016-04-20 02:00:00,47,2,Wednesday
1503960366,2016-04-20 03:00:00,48,3,Wednesday
1503960366,2016-04-20 04:00:00,48,4,Wednesday
1503960366,2016-04-20 05:00:00,47,5,Wednesday
1503960366,2016-04-20 06:00:00,48,6,Wednesday
1503960366,2016-04-20 07:00:00,51,7,Wednesday
1503960366,2016-04-20 08:00:00,70,8,Wednesday
1503960366,2016-04-20 09:00:00,144,9,Wednesday
1503960366,2016-04-20 10:00:00,79,10,Wednesday
1503960366,2016-04-20 11:00:00,58,11,Wednesday
1503960366,2016-04-20 12:00:00,64,12,Wednesday
1503960366,2016-04-20 13:00:00,61,13,Wednesday
1503960366,2016-04-20 14:00:00,113,14,Wednesday
1503960366,2016-04-20 15:00:00,97,15,Wednesday
1503960366,2016-04-20 16:00:00,70,16,Wednesday
1503960366,2016-04-20 17:00:00,57,17,Wednesday
1503960366,2016-04-20 18:00:00,114,18,Wednesday
1503960366,2016-04-20 19:00:00,117,19,Wednesday
1503960366,2016-04-20 20:00:00,80,20,Wednesday
1503960366,2016-04-20 21:00:00,83,21,Wednesday
1503960366,2016-04-20 22:00:00,62,22,Wednesday
1503960366,2016-04-20 23:00:00,120,23,Wednesday
1503960366,2016-04-21 00:00:00,54,0,Thursday
1503960366,2016-04-21 01:00:00,61,1,Thursday
1503960366,2016-04-21 02:00:00,55,2,Thursday
1503960366,2016-04-21 03:00:00,48,3,Thursday
1503960366,2016-04-21 04:00:00,47,4,Thursday
1503960366,2016-04-21 05:00:00,47,5,Thursday
1503960366,2016-04-21 06:00:00,48,6,Thursday
1503960366,2016-04-21 07:00:00,52,7,Thursday
1503960366,2016-04-21 08:00:00,71,8,Thursday
1503960366,2016-04-21 09:00:00,133,9,Thursday
1503960366,2016-04-21 10:00:00,77,10,Thursday
1503960366,2016-04-21 11:00:00,55,11,Thursday
1503960366,2016-04-21 12:00:00,73,12,Thursday
1503960366,2016-04-21 13:00:00,113,13,Thursday
1503960366,2016-04-21 14:00:00,58,14,Thursday
1503960366,2016-04-21 15:00:00,68,15,Thursday
1503960366,2016-04-21 16:00:00,60,16,Thursday
1503960366,2016-04-21 17:00:00,60,17,Thursday
1503960366,2016-04-21 18:00:00,69,18,Thursday
1503960366,2016-04-21 19:00:00,64,19,Thursday
1503960366,2016-04-21 20:00:00,213,20,Thursday
1503960366,2016-04-21 21:00:00,104,21,Thursday
1503960366,2016-04-21 22:00:00,63,22,Thursday
1503960366,2016-04-21 23:00:00,84,23,Thursday
1503960366,2016-04-22 00:00:00,47,0,Friday
1503960366,2016-04-22 01:00:00,47,1,Friday
1503960366,2016-04-22 02:00:00,47,2,Friday
1503960366,2016-04-22 03:00:00,47,3,Friday
1503960366,2016-04-22 04:00:00,47,4,Friday
1503960366,2016-04-22 05:00:00,47,5,Friday
1503960366,2016-04-22 06:00:00,47,6,Friday
1503960366,2016-04-22 07:00:00,47,7,Friday
1503960366,2016-04-22 08:00:00,47,8,Friday
1503960366,2016-04-22 09:00:00,65,9,Friday
1503960366,2016-04-22 10:00:00,54,10,Friday
1503960366,2016-04-22 11:00:00,102,11,Friday
1503960366,2016-04-22 12:00:00,57,12,Friday
1503960366,2016-04-22 13:00:00,60,13,Friday
1503960366,2016-04-22 14:00:00,54,14,Friday
1503960366,2016-04-22 15:00:00,66,15,Friday
1503960366,2016-04-22 16:00:00,58,16,Friday
1503960366,2016-04-22 17:00:00,104,17,Friday
1503960366,2016-04-22 18:00:00,87,18,Friday
1503960366,2016-04-22 19:00:00,82,19,Friday
1503960366,2016-04-22 20:00:00,71,20,Friday
1503960366,2016-04-22 21:00:00,311,21,Friday
1503960366,2016-04-22 22:00:00,95,22,Friday
1503960366,2016-04-22 23:00:00,136,23,Friday
1503960366,2016-04-23 00:00:00,63,0,Saturday
1503960366,2016-04-23 01:00:00,47,1,Saturday
1503960366,2016-04-23 02:00:00,49,2,Saturday
1503960366,2016-04-23 03:00:00,47,3,Saturday
1503960366,2016-04-23 04:00:00,47,4,Saturday
1503960366,2016-04-23 05:00:00,48,5,Saturday
1503960366,2016-04-23 06:00:00,50,6,Saturday
1503960366,2016-04-23 07:00:00,48,7,Saturday
1503960366,2016-04-23 08:00:00,59,8,Saturday
1503960366,2016-04-23 09:00:00,75,9,Saturday
1503960366,2016-04-23 10:00:00,56,10,Saturday
1503960366,2016-04-23 11:00:00,84,11,Saturday
1503960366,2016-04-23 12:00:00,129,12,Saturday
1503960366,2016-04-23 13:00:00,129,13,Saturday
1503960366,2016-04-23 14:00:00,78,14,Saturday
1503960366,2016-04-23 15:00:00,73,15,Saturday
1503960366,2016-04-23 16:00:00,140,16,Saturday
1503960366,2016-04-23 17:00:00,121,17,Saturday
1503960366,2016-04-23 18:00:00,173,18,Saturday
1503960366,2016-04-23 19:00:00,51,19,Saturday
1503960366,2016-04-23 20:00:00,63,20,Saturday
1503960366,2016-04-23 21:00:00,162,21,Saturday
1503960366,2016-04-23 22:00:00,96,22,Saturday
1503960366,2016-04-23 23:00:00,60,23,Saturday
1503960366,2016-04-24 00:00:00,66,0,Sunday
1503960366,2016-04-24 01:00:00,54,1,Sunday
1503960366,2016-04-24 02:00:00,48,2,Sunday
1503960366,2016-04-24 03:00:00,48,3,Sunday
1503960366,2016-04-24 04:00:00,49,4,Sunday
1503960366,2016-04-24 05:00:00,48,5,Sunday
1503960366,2016-04-24 06:00:00,49,6,Sunday
1503960366,2016-04-24 07:00:00,47,7,Sunday
1503960366,2016-04-24 08:00:00,49,8,Sunday
1503960366,2016-04-24 09:00:00,59,9,Sunday
1503960366,2016-04-24 10:00:00,90,10,Sunday
1503960366,2016-04-24 11:00:00,67,11,Sunday
1503960366,2016-04-24 12:00:00,82,12,Sunday
1503960366,2016-04-24 13:00:00,74,13,Sunday
1503960366,2016-04-24 14:00:00,52,14,Sunday
1503960366,2016-04-24 15:00:00,52,15,Sunday
1503960366,2016-04-24 16:00:00,102,16,Sunday
1503960366,2016-04-24 17:00:00,86,17,Sunday
1503960366,2016-04-24 18:00:00,115,18,Sunday
1503960366,2016-04-24 19:00:00,270,19,Sunday
1503960366,2016-04-24 20:00:00,76,20,Sunday
1503960366,2016-04-24 21:00:00,74,21,Sunday
1503960366,2016-04-24 22:00:00,61,22,Sunday
1503960366,2016-04-24 23:00:00,72,23,Sunday
1503960366,2016-04-25 00:00:00,62,0,Monday
1503960366,2016-04-25 01:00:00,53,1,Monday
1503960366,2016-04-25 02:00:00,57,2,Monday
1503960366,2016-04-25 03:00:00,47,3,Monday
1503960366,2016-04-25 04:00:00,50,4,Monday
1503960366,2016-04-25 05:00:00,49,5,Monday
1503960366,2016-04-25 06:00:00,47,6,Monday
1503960366,2016-04-25 07:00:00,52,7,Monday
1503960366,2016-04-25 08:00:00,83,8,Monday
1503960366,2016-04-25 09:00:00,146,9,Monday
1503960366,2016-04-25 10:00:00,73,10,Monday
1503960366,2016-04-25 11:00:00,121,11,Monday
1503960366,2016-04-25 12:00:00,92,12,Monday
1503960366,2016-04-25 13:00:00,75,13,Monday
1503960366,2016-04-25 14:00:00,62,14,Monday
1503960366,2016-04-25 15:00:00,76,15,Monday
1503960366,2016-04-25 16:00:00,71,16,Monday
1503960366,2016-04-25 17:00:00,67,17,Monday
1503960366,2016-04-25 18:00:00,61,18,Monday
1503960366,2016-04-25 19:00:00,182,19,Monday
1503960366,2016-04-25 20:00:00,95,20,Monday
1503960366,2016-04-25 21:00:00,267,21,Monday
1503960366,2016-04-25 22:00:00,68,22,Monday
1503960366,2016-04-25 23:00:00,54,23,Monday
1503960366,2016-04-26 00:00:00,56,0,Tuesday
1503960366,2016-04-26 01:00:00,66,1,Tuesday
1503960366,2016-04-26 02:00:00,51,2,Tuesday
1503960366,2016-04-26 03:00:00,64,3,Tuesday
1503960366,2016-04-26 04:00:00,48,4,Tuesday
1503960366,2016-04-26 05:00:00,49,5,Tuesday
1503960366,2016-04-26 06:00:00,48,6,Tuesday
1503960366,2016-04-26 07:00:00,52,7,Tuesday
1503960366,2016-04-26 08:00:00,67,8,Tuesday
1503960366,2016-04-26 09:00:00,139,9,Tuesday
1503960366,2016-04-26 10:00:00,92,10,Tuesday
1503960366,2016-04-26 11:00:00,78,11,Tuesday
1503960366,2016-04-26 12:00:00,74,12,Tuesday
1503960366,2016-04-26 13:00:00,126,13,Tuesday
1503960366,2016-04-26 14:00:00,142,14,Tuesday
1503960366,2016-04-26 15:00:00,74,15,Tuesday
1503960366,2016-04-26 16:00:00,93,16,Tuesday
1503960366,2016-04-26 17:00:00,60,17,Tuesday
1503960366,2016-04-26 18:00:00,169,18,Tuesday
1503960366,2016-04-26 19:00:00,73,19,Tuesday
1503960366,2016-04-26 20:00:00,127,20,Tuesday
1503960366,2016-04-26 21:00:00,79,21,Tuesday
1503960366,2016-04-26 22:00:00,66,22,Tuesday
1503960366,2016-04-26 23:00:00,80,23,Tuesday
1503960366,2016-04-27 00:00:00,68,0,Wednesday
1503960366,2016-04-27 01:00:00,59,1,Wednesday
1503960366,2016-04-27 02:00:00,53,2,Wednesday
1503960366,2016-04-27 03:00:00,47,3,Wednesday
1503960366,2016-04-27 04:00:00,47,4,Wednesday
1503960366,2016-04-27 05:00:00,47,5,Wednesday
1503960366,2016-04-27 06:00:00,47,6,Wednesday
1503960366,2016-04-27 07:00:00,47,7,Wednesday
1503960366,2016-04-27 08:00:00,47,8,Wednesday
1503960366,2016-04-27 09:00:00,149,9,Wednesday
1503960366,2016-04-27 10:00:00,93,10,Wednesday
1503960366,2016-04-27 11:00:00,100,11,Wednesday
1503960366,2016-04-27 12:00:00,89,12,Wednesday
1503960366,2016-04-27 13:00:00,76,13,Wednesday
1503960366,2016-04-27 14:00:00,150,14,Wednesday
1503960366,2016-04-27 15:00:00,63,15,Wednesday
1503960366,2016-04-27 16:00:00,64,16,Wednesday
1503960366,2016-04-27 17:00:00,73,17,Wednesday
1503960366,2016-04-27 18:00:00,178,18,Wednesday
1503960366,2016-04-27 19:00:00,318,19,Wednesday
1503960366,2016-04-27 20:00:00,174,20,Wednesday
1503960366,2016-04-27 21:00:00,76,21,Wednesday
1503960366,2016-04-27 22:00:00,47,22,Wednesday
1503960366,2016-04-27 23:00:00,47,23,Wednesday
1503960366,2016-04-28 00:00:00,47,0,Thursday
1503960366,2016-04-28 01:00:00,62,1,Thursday
1503960366,2016-04-28 02:00:00,48,2,Thursday
1503960366,2016-04-28 03:00:00,47,3,Thursday
1503960366,2016-04-28 04:00:00,48,4,Thursday
1503960366,2016-04-28 05:00:00,47,5,Thursday
1503960366,2016-04-28 06:00:00,48,6,Thursday
1503960366,2016-04-28 07:00:00,49,7,Thursday
1503960366,2016-04-28 08:00:00,63,8,Thursday
1503960366,2016-04-28 09:00:00,116,9,Thursday
1503960366,2016-04-28 10:00:00,105,10,Thursday
1503960366,2016-04-28 11:00:00,73,11,Thursday
1503960366,2016-04-28 12:00:00,78,12,Thursday
1503960366,2016-04-28 13:00:00,108,13,Thursday
1503960366,2016-04-28 14:00:00,124,14,Thursday
1503960366,2016-04-28 15:00:00,61,15,Thursday
1503960366,2016-04-28 16:00:00,81,16,Thursday
1503960366,2016-04-28 17:00:00,72,17,Thursday
1503960366,2016-04-28 18:00:00,138,18,Thursday
1503960366,2016-04-28 19:00:00,56,19,Thursday
1503960366,2016-04-28 20:00:00,151,20,Thursday
1503960366,2016-04-28 21:00:00,103,21,Thursday
1503960366,2016-04-28 22:00:00,55,22,Thursday
1503960366,2016-04-28 23:00:00,121,23,Thursday
1503960366,2016-04-29 00:00:00,65,0,Friday
1503960366,2016-04-29 01:00:00,49,1,Friday
1503960366,2016-04-29 02:00:00,54,2,Friday
1503960366,2016-04-29 03:00:00,47,3,Friday
1503960366,2016-04-29 04:00:00,47,4,Friday
1503960366,2016-04-29 05:00:00,48,5,Friday
1503960366,2016-04-29 06:00:00,47,6,Friday
1503960366,2016-04-29 07:00:00,52,7,Friday
1503960366,2016-04-29 08:00:00,67,8,Friday
1503960366,2016-04-29 09:00:00,142,9,Friday
1503960366,2016-04-29 10:00:00,60,10,Friday
1503960366,2016-04-29 11:00:00,60,11,Friday
1503960366,2016-04-29 12:00:00,65,12,Friday
1503960366,2016-04-29 13:00:00,62,13,Friday
1503960366,2016-04-29 14:00:00,136,14,Friday
1503960366,2016-04-29 15:00:00,110,15,Friday
1503960366,2016-04-29 16:00:00,73,16,Friday
1503960366,2016-04-29 17:00:00,75,17,Friday
1503960366,2016-04-29 18:00:00,60,18,Friday
1503960366,2016-04-29 19:00:00,71,19,Friday
1503960366,2016-04-29 20:00:00,80,20,Friday
1503960366,2016-04-29 21:00:00,118,21,Friday
1503960366,2016-04-29 22:00:00,111,22,Friday
1503960366,2016-04-29 23:00:00,140,23,Friday
1503960366,2016-04-30 00:00:00,51,0,Saturday
1503960366,2016-04-30 01:00:00,57,1,Saturday
1503960366,2016-04-30 02:00:00,47,2,Saturday
1503960366,2016-04-30 03:00:00,49,3,Saturday
1503960366,2016-04-30 04:00:00,47,4,Saturday
1503960366,2016-04-30 05:00:00,48,5,Saturday
1503960366,2016-04-30 06:00:00,48,6,Saturday
1503960366,2016-04-30 07:00:00,48,7,Saturday
1503960366,2016-04-30 08:00:00,52,8,Saturday
1503960366,2016-04-30 09:00:00,64,9,Saturday
1503960366,2016-04-30 10:00:00,72,10,Saturday
1503960366,2016-04-30 11:00:00,62,11,Saturday
1503960366,2016-04-30 12:00:00,58,12,Saturday
1503960366,2016-04-30 13:00:00,65,13,Saturday
1503960366,2016-04-30 14:00:00,85,14,Saturday
1503960366,2016-04-30 15:00:00,94,15,Saturday
1503960366,2016-04-30 16:00:00,203,16,Saturday
1503960366,2016-04-30 17:00:00,160,17,Saturday
1503960366,2016-04-30 18:00:00,159,18,Saturday
1503960366,2016-04-30 19:00:00,60,19,Saturday
1503960366,2016-04-30 20:00:00,62,20,Saturday
1503960366,2016-04-30 21:00:00,96,21,Saturday
1503960366,2016-04-30 22:00:00,144,22,Saturday
1503960366,2016-04-30 23:00:00,116,23,Saturday
1503960366,2016-05-01 00:00:00,64,0,Sunday
1503960366,2016-05-01 01:00:00,60,1,Sunday
1503960366,2016-05-01 02:00:00,50,2,Sunday
1503960366,2016-05-01 03:00:00,48,3,Sunday
1503960366,2016-05-01 04:00:00,47,4,Sunday
1503960366,2016-05-01 05:00:00,48,5,Sunday
1503960366,2016-05-01 06:00:00,47,6,Sunday
1503960366,2016-05-01 07:00:00,52,7,Sunday
1503960366,2016-05-01 08:00:00,56,8,Sunday
1503960366,2016-05-01 09:00:00,67,9,Sunday
1503960366,2016-05-01 10:00:00,61,10,Sunday
1503960366,2016-05-01 11:00:00,65,11,Sunday
1503960366,2016-05-01 12:00:00,66,12,Sunday
1503960366,2016-05-01 13:00:00,57,13,Sunday
1503960366,2016-05-01 14:00:00,91,14,Sunday
1503960366,2016-05-01 15:00:00,81,15,Sunday
1503960366,2016-05-01 16:00:00,97,16,Sunday
1503960366,2016-05-01 17:00:00,108,17,Sunday
1503960366,2016-05-01 18:00:00,159,18,Sunday
1503960366,2016-05-01 19:00:00,71,19,Sunday
1503960366,2016-05-01 20:00:00,59,20,Sunday
1503960366,2016-05-01 21:00:00,86,21,Sunday
1503960366,2016-05-01 22:00:00,127,22,Sunday
1503960366,2016-05-01 23:00:00,161,23,Sunday
1503960366,2016-05-02 00:00:00,50,0,Monday
1503960366,2016-05-02 01:00:00,59,1,Monday
1503960366,2016-05-02 02:00:00,47,2,Monday
1503960366,2016-05-02 03:00:00,49,3,Monday
1503960366,2016-05-02 04:00:00,47,4,Monday
1503960366,2016-05-02 05:00:00,47,5,Monday
1503960366,2016-05-02 06:00:00,47,6,Monday
1503960366,2016-05-02 07:00:00,51,7,Monday
1503960366,2016-05-02 08:00:00,68,8,Monday
1503960366,2016-05-02 09:00:00,142,9,Monday
1503960366,2016-05-02 10:00:00,82,10,Monday
1503960366,2016-05-02 11:00:00,78,11,Monday
1503960366,2016-05-02 12:00:00,153,12,Monday
1503960366,2016-05-02 13:00:00,107,13,Monday
1503960366,2016-05-02 14:00:00,75,14,Monday
1503960366,2016-05-02 15:00:00,76,15,Monday
1503960366,2016-05-02 16:00:00,88,16,Monday
1503960366,2016-05-02 17:00:00,73,17,Monday
1503960366,2016-05-02 18:00:00,68,18,Monday
1503960366,2016-05-02 19:00:00,73,19,Monday
1503960366,2016-05-02 20:00:00,231,20,Monday
1503960366,2016-05-02 21:00:00,119,21,Monday
1503960366,2016-05-02 22:00:00,106,22,Monday
1503960366,2016-05-02 23:00:00,80,23,Monday
1503960366,2016-05-03 00:00:00,54,0,Tuesday
1503960366,2016-05-03 01:00:00,58,1,Tuesday
1503960366,2016-05-03 02:00:00,49,2,Tuesday
1503960366,2016-05-03 03:00:00,57,3,Tuesday
1503960366,2016-05-03 04:00:00,47,4,Tuesday
1503960366,2016-05-03 05:00:00,47,5,Tuesday
1503960366,2016-05-03 06:00:00,50,6,Tuesday
1503960366,2016-05-03 07:00:00,51,7,Tuesday
1503960366,2016-05-03 08:00:00,64,8,Tuesday
1503960366,2016-05-03 09:00:00,114,9,Tuesday
1503960366,2016-05-03 10:00:00,99,10,Tuesday
1503960366,2016-05-03 11:00:00,74,11,Tuesday
